# OpenSignals Text File Format. Version 1
# {"20:19:07:00:80:B3": {"position": 0, "device": "bitalino_rev", "device name": "20:19:07:00:80:B3", "device connection": "20:19:07:00:80:B3", "sampling rate": 10, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-1-30", "time": "14:59:10.185", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["ECGBIT", "ECGBIT", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	443	316	0	0	0	0	
1	0	0	0	0	456	178	0	0	0	0	
2	0	0	0	0	778	88	0	0	0	0	
3	0	0	0	0	485	46	0	0	0	0	
4	0	0	0	0	273	24	0	0	0	0	
5	0	0	0	0	470	19	0	0	0	0	
6	0	0	0	0	400	45	0	0	0	0	
7	0	0	0	0	358	38	0	0	0	0	
8	0	0	0	0	386	119	0	0	0	0	
9	0	0	0	0	403	327	0	0	0	0	
10	0	0	0	0	748	455	0	0	0	0	
11	0	0	0	0	945	645	1	0	0	0	
12	0	0	0	0	377	803	1	0	0	0	
13	0	0	0	0	371	908	2	0	0	0	
14	0	0	0	0	511	964	3	0	0	0	
15	0	0	0	0	381	992	3	0	0	0	
0	0	0	0	0	379	1005	3	0	0	0	
1	0	0	0	0	756	1004	3	0	0	0	
2	0	0	0	0	945	1014	3	0	0	0	
3	0	0	0	0	296	1019	3	0	0	0	
4	0	0	0	0	409	1020	3	0	0	0	
5	0	0	0	0	507	1019	3	0	0	0	
6	0	0	0	0	591	1019	3	0	0	0	
7	0	0	0	0	677	1020	3	0	0	0	
8	0	0	0	0	273	1019	3	0	0	0	
9	0	0	0	0	414	978	3	0	0	0	
10	0	0	0	0	446	945	3	0	0	0	
11	0	0	0	0	359	828	2	0	0	0	
12	0	0	0	0	354	787	1	0	0	0	
13	0	0	0	0	373	868	2	0	0	0	
14	0	0	0	0	372	954	3	0	0	0	
15	0	0	0	0	377	992	3	0	0	0	
0	0	0	0	0	369	1010	3	0	0	0	
1	0	0	0	0	845	1017	3	0	0	0	
2	0	0	0	0	667	1020	3	0	0	0	
3	0	0	0	0	244	1020	3	0	0	0	
4	0	0	0	0	435	1012	3	0	0	0	
5	0	0	0	0	474	947	3	0	0	0	
6	0	0	0	0	395	890	2	0	0	0	
7	0	0	0	0	391	880	2	0	0	0	
8	0	0	0	0	694	871	2	0	0	0	
9	0	0	0	0	722	851	2	0	0	0	
10	0	0	0	0	344	829	2	0	0	0	
11	0	0	0	0	436	781	1	0	0	0	
12	0	0	0	0	515	732	1	0	0	0	
13	0	0	0	0	439	721	1	0	0	0	
14	0	0	0	0	510	723	1	0	0	0	
15	0	0	0	0	840	724	1	0	0	0	
0	0	0	0	0	458	690	1	0	0	0	
1	0	0	0	0	380	624	1	0	0	0	
2	0	0	0	0	559	536	0	0	0	0	
3	0	0	0	0	470	450	0	0	0	0	
4	0	0	0	0	440	333	0	0	0	0	
5	0	0	0	0	946	188	0	0	0	0	
6	0	0	0	0	787	109	0	0	0	0	
7	0	0	0	0	376	69	0	0	0	0	
8	0	0	0	0	587	182	0	0	0	0	
9	0	0	0	0	511	353	0	0	0	0	
10	0	0	0	0	427	483	0	0	0	0	
11	0	0	0	0	946	548	0	0	0	0	
12	0	0	0	0	946	568	0	0	0	0	
13	0	0	0	0	414	546	0	0	0	0	
14	0	0	0	0	441	515	0	0	0	0	
15	0	0	0	0	491	531	0	0	0	0	
0	0	0	0	0	373	551	0	0	0	0	
1	0	0	0	0	534	572	0	0	0	0	
2	0	0	0	0	946	613	1	0	0	0	
3	0	0	0	0	655	681	1	0	0	0	
4	0	0	0	0	230	751	1	0	0	0	
5	0	0	0	0	496	810	2	0	0	0	
6	0	0	0	0	341	874	2	0	0	0	
7	0	0	0	0	320	917	2	0	0	0	
8	0	0	0	0	414	934	2	0	0	0	
9	0	0	0	0	946	937	3	0	0	0	
10	0	0	0	0	661	957	3	0	0	0	
11	0	0	0	0	199	990	3	0	0	0	
12	0	0	0	0	507	1006	3	0	0	0	
13	0	0	0	0	371	1006	3	0	0	0	
14	0	0	0	0	320	1005	3	0	0	0	
15	0	0	0	0	368	1015	3	0	0	0	
0	0	0	0	0	384	1019	3	0	0	0	
1	0	0	0	0	939	903	2	0	0	0	
2	0	0	0	0	525	633	1	0	0	0	
3	0	0	0	0	231	515	0	0	0	0	
4	0	0	0	0	501	662	1	0	0	0	
5	0	0	0	0	399	793	1	0	0	0	
6	0	0	0	0	326	906	2	0	0	0	
7	0	0	0	0	372	966	3	0	0	0	
8	0	0	0	0	396	996	3	0	0	0	
9	0	0	0	0	642	1009	3	0	0	0	
10	0	0	0	0	582	1017	3	0	0	0	
11	0	0	0	0	274	1020	3	0	0	0	
12	0	0	0	0	406	1018	3	0	0	0	
13	0	0	0	0	425	953	3	0	0	0	
14	0	0	0	0	362	876	2	0	0	0	
15	0	0	0	0	354	834	2	0	0	0	
0	0	0	0	0	541	798	1	0	0	0	
1	0	0	0	0	622	774	1	0	0	0	
2	0	0	0	0	344	759	1	0	0	0	
3	0	0	0	0	426	759	1	0	0	0	
4	0	0	0	0	476	733	1	0	0	0	
5	0	0	0	0	409	678	1	0	0	0	
6	0	0	0	0	414	609	1	0	0	0	
7	0	0	0	0	716	548	0	0	0	0	
8	0	0	0	0	558	425	0	0	0	0	
9	0	0	0	0	387	301	0	0	0	0	
10	0	0	0	0	519	174	0	0	0	0	
11	0	0	0	0	483	96	0	0	0	0	
12	0	0	0	0	433	50	0	0	0	0	
13	0	0	0	0	484	32	0	0	0	0	
14	0	0	0	0	869	18	0	0	0	0	
15	0	0	0	0	551	9	0	0	0	0	
0	0	0	0	0	425	9	0	0	0	0	
1	0	0	0	0	543	22	0	0	0	0	
2	0	0	0	0	420	38	0	0	0	0	
3	0	0	0	0	358	73	0	0	0	0	
4	0	0	0	0	476	236	0	0	0	0	
5	0	0	0	0	911	442	0	0	0	0	
6	0	0	0	0	534	664	1	0	0	0	
7	0	0	0	0	444	833	2	0	0	0	
8	0	0	0	0	567	924	2	0	0	0	
9	0	0	0	0	458	971	3	0	0	0	
10	0	0	0	0	414	990	3	0	0	0	
11	0	0	0	0	451	993	3	0	0	0	
12	0	0	0	0	737	1004	3	0	0	0	
13	0	0	0	0	845	990	3	0	0	0	
14	0	0	0	0	412	1004	3	0	0	0	
15	0	0	0	0	545	1014	3	0	0	0	
0	0	0	0	0	572	1019	3	0	0	0	
1	0	0	0	0	438	1017	3	0	0	0	
2	0	0	0	0	440	974	3	0	0	0	
3	0	0	0	0	476	939	2	0	0	0	
4	0	0	0	0	616	949	2	0	0	0	
5	0	0	0	0	946	952	3	0	0	0	
6	0	0	0	0	448	958	3	0	0	0	
7	0	0	0	0	436	973	3	0	0	0	
8	0	0	0	0	593	989	3	0	0	0	
9	0	0	0	0	422	999	3	0	0	0	
10	0	0	0	0	383	854	2	0	0	0	
11	0	0	0	0	412	512	0	0	0	0	
12	0	0	0	0	428	284	0	0	0	0	
13	0	0	0	0	859	297	0	0	0	0	
14	0	0	0	0	626	418	0	0	0	0	
15	0	0	0	0	293	527	0	0	0	0	
0	0	0	0	0	542	743	1	0	0	0	
1	0	0	0	0	507	878	2	0	0	0	
